office,town,candidate,party,votes,vote_percent
Representative in Congress 05,New Britain,Bruce W. Walczak,IND,443,1.94%
Representative in Congress 05,New Britain,Jahana Hayes,WF,931,4.08%
State Senator 06,New Britain,Rick Lopes,D,13847,61.39%
State Senator 06,New Britain,Gennaro Bizzarro,R,7913,35.08%
State Senator 06,New Britain,Rick Lopes,WF,794,3.52%
State Representative 22,New Britain,"William A. Petit, Jr.",R,833,72.94%
State Representative 22,New Britain,"William A. Petit, Jr.",IND,309,27.06%
State Representative 24,New Britain,"Emmanuel ""Manny"" Sanchez",D,4611,63.57%
State Representative 24,New Britain,Alden Russell,R,2279,31.42%
State Representative 24,New Britain,Alden Russell,IND,84,1.16%
State Representative 24,New Britain,"Emmanuel ""Manny"" Sanchez",WF,279,3.85%
State Representative 25,New Britain,"Robert ""Bobby"" Sanchez",D,3921,69.24%
State Representative 25,New Britain,Jerrell Hargraves,R,1503,26.54%
State Representative 25,New Britain,"Robert ""Bobby"" Sanchez",WF,239,4.22%
State Representative 26,New Britain,Peter Tercyak,D,4650,61.10%
State Representative 26,New Britain,Piotr S. Ceglarz,R,2420,31.80%
State Representative 26,New Britain,Peter Tercyak,WF,250,3.28%
State Representative 26,New Britain,Jonathan Milon Johnson,LI,291,3.82%
Registrar of Voters,New Britain,Lucian Pawlak,D,15379,69.87%
Registrar of Voters,New Britain,Peter J. Gostin,R,6631,30.13%
Presidential Electors for,New Canaan,Biden and Harris,D,7298,59.02%
Presidential Electors for,New Canaan,Trump and Pence,R,4855,39.26%
Presidential Electors for,New Canaan,Jorgensen and Cohen,LI,169,1.37%
Presidential Electors for,New Canaan,Hawkins and Walker,G,37,0.30%
Presidential Electors for,New Canaan,Carroll and Patel,WI,2,0.02%
Presidential Electors for,New Canaan,Charles and Wallace,WI,0,0.00%
Presidential Electors for,New Canaan,De La Fuenta and Richardson,WI,1,0.01%
Presidential Electors for,New Canaan,Howard and Howard,WI,0,0.00%
Presidential Electors for,New Canaan,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,New Canaan,Simmons and Roze,WI,0,0.00%
Presidential Electors for,New Canaan,Simmons and Dow,WI,0,0.00%
Presidential Electors for,New Canaan,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,New Canaan,Wells and Wells,WI,1,0.01%
Presidential Electors for,New Canaan,West and Tidball,WI,2,0.02%
Representative in Congress 04,New Canaan,Jim Himes,D,6375,51.71%
Representative in Congress 04,New Canaan,Jonathan Riddle,R,5843,47.40%
Representative in Congress 04,New Canaan,Brian Merlen,IND,110,0.89%
Representative in Congress 04,New Canaan,Yusheng Peng,WI,0,0.00%
State Senator 26,New Canaan,Will Haskell,D,2665,46.36%
State Senator 26,New Canaan,Kim Healy,R,2975,51.75%
State Senator 26,New Canaan,Kim Healy,IND,109,1.90%
State Senator 36,New Canaan,Alex Kasser,D,2854,44.09%
State Senator 36,New Canaan,Ryan Fazio,R,3619,55.91%
State Representative 125,New Canaan,"Thomas P. O'Dea , Jr.",R,7234,100.00%
State Representative 142,New Canaan,Lucy Dathan,D,860,42.66%
State Representative 142,New Canaan,Fred Wilms,R,1091,54.12%
State Representative 142,New Canaan,Fred Wilms,IND,49,2.43%
State Representative 142,New Canaan,Lucy Dathan,WF,16,0.79%
Registrar of Voters,New Canaan,John Amarilios,D,5236,43.81%
Registrar of Voters,New Canaan,Joan McLaughlin,R,6715,56.19%
Presidential Electors for,New Fairfield,Biden and Harris,D,4101,47.92%
Presidential Electors for,New Fairfield,Trump and Pence,R,4343,50.75%
Presidential Electors for,New Fairfield,Jorgensen and Cohen,LI,95,1.11%
Presidential Electors for,New Fairfield,Hawkins and Walker,G,16,0.19%
Presidential Electors for,New Fairfield,Carroll and Patel,WI,0,0.00%
Presidential Electors for,New Fairfield,Charles and Wallace,WI,0,0.00%
Presidential Electors for,New Fairfield,De La Fuenta and Richardson,WI,1,0.01%
Presidential Electors for,New Fairfield,Howard and Howard,WI,0,0.00%
Presidential Electors for,New Fairfield,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,New Fairfield,Simmons and Roze,WI,0,0.00%
Presidential Electors for,New Fairfield,Simmons and Dow,WI,0,0.00%
Presidential Electors for,New Fairfield,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,New Fairfield,Wells and Wells,WI,0,0.00%
Presidential Electors for,New Fairfield,West and Tidball,WI,2,0.02%
Representative in Congress 05,New Fairfield,Jahana Hayes,D,3699,44.13%
Representative in Congress 05,New Fairfield,David X. Sullivan,R,4419,52.72%
Representative in Congress 05,New Fairfield,Bruce W. Walczak,IND,123,1.47%
Representative in Congress 05,New Fairfield,Jahana Hayes,WF,141,1.68%
State Senator 24,New Fairfield,Julie Kushner,D,4014,47.93%
State Senator 24,New Fairfield,Susan Chapman,R,4031,48.14%
State Senator 24,New Fairfield,Susan Chapman,IND,100,1.19%
State Senator 24,New Fairfield,Julie Kushner,WF,229,2.73%
State Representative 108,New Fairfield,Danette Onofrio,D,2886,41.23%
State Representative 108,New Fairfield,Patrick Callahan,R,4113,58.77%
State Representative 138,New Fairfield,Kenneth Gucker,D,635,47.78%
State Representative 138,New Fairfield,Emile Buzaid,R,643,48.38%
State Representative 138,New Fairfield,Emile Buzaid,IND,19,1.43%
State Representative 138,New Fairfield,Kenneth Gucker,WF,32,2.41%
Registrar of Voters,New Fairfield,Elisa Beckett Flores,D,3613,43.83%
Registrar of Voters,New Fairfield,Daniel McDermott,R,4631,56.17%
Presidential Electors for,New Hartford,Biden and Harris,D,2089,45.64%
Presidential Electors for,New Hartford,Trump and Pence,R,2382,52.04%
Presidential Electors for,New Hartford,Jorgensen and Cohen,LI,82,1.79%
Presidential Electors for,New Hartford,Hawkins and Walker,G,22,0.48%
Presidential Electors for,New Hartford,Carroll and Patel,WI,1,0.02%
Presidential Electors for,New Hartford,Charles and Wallace,WI,0,0.00%
Presidential Electors for,New Hartford,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,New Hartford,Howard and Howard,WI,0,0.00%
Presidential Electors for,New Hartford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,New Hartford,Simmons and Roze,WI,0,0.00%
Presidential Electors for,New Hartford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,New Hartford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,New Hartford,Wells and Wells,WI,0,0.00%
Presidential Electors for,New Hartford,West and Tidball,WI,1,0.02%
Representative in Congress 01,New Hartford,John B. Larson,D,1943,43.52%
Representative in Congress 01,New Hartford,Mary Fay,R,2357,52.79%
Representative in Congress 01,New Hartford,John B. Larson,WF,96,2.15%
Representative in Congress 01,New Hartford,Thomas E. McCormick,G,69,1.55%
State Senator 08,New Hartford,Melissa E. Osborne,D,1771,39.50%
State Senator 08,New Hartford,Kevin Witkos,R,2630,58.65%
State Senator 08,New Hartford,Keith James McConnell,IND,83,1.85%
State Representative 62,New Hartford,Audrey Lampert,D,1806,40.60%
State Representative 62,New Hartford,Mark W. Anderson,R,2539,57.08%
State Representative 62,New Hartford,Mark W. Anderson,IND,103,2.32%
Registrar of Voters,New Hartford,Jill Hermonat,D,1738,39.34%
Registrar of Voters,New Hartford,Robbin Goodskey,R,2680,60.66%
Presidential Electors for,New Haven,Biden and Harris,D,35521,84.37%
Presidential Electors for,New Haven,Trump and Pence,R,6146,14.60%
Presidential Electors for,New Haven,Jorgensen and Cohen,LI,201,0.48%
Presidential Electors for,New Haven,Hawkins and Walker,G,208,0.49%
Presidential Electors for,New Haven,Carroll and Patel,WI,13,0.03%
Presidential Electors for,New Haven,Charles and Wallace,WI,0,0.00%
Presidential Electors for,New Haven,De La Fuenta and Richardson,WI,2,0.00%
Presidential Electors for,New Haven,Howard and Howard,WI,0,0.00%
Presidential Electors for,New Haven,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,New Haven,Simmons and Roze,WI,0,0.00%
Presidential Electors for,New Haven,Simmons and Dow,WI,0,0.00%
Presidential Electors for,New Haven,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,New Haven,Wells and Wells,WI,0,0.00%
Presidential Electors for,New Haven,West and Tidball,WI,11,0.03%
Representative in Congress 03,New Haven,Rosa L. DeLauro,D,32484,79.85%
Representative in Congress 03,New Haven,Margaret Streicker,R,4987,12.26%
Representative in Congress 03,New Haven,Margaret Streicker,IND,429,1.05%
Representative in Congress 03,New Haven,Rosa L. DeLauro,WF,1961,4.82%
Representative in Congress 03,New Haven,Justin C. Paglino,G,822,2.02%
State Senator 10,New Haven,Gary Winfield,D,16952,81.30%
State Senator 10,New Haven,Carlos M. Alvarado,R,2028,9.73%
State Senator 10,New Haven,Gary Winfield,WF,920,4.41%
State Senator 10,New Haven,Jason W. Bartlett,PC,951,4.56%
State Senator 11,New Haven,Martin M. Looney,D,14908,80.31%
State Senator 11,New Haven,Jameson White,R,3121,16.81%
State Senator 11,New Haven,Alexander Taubes,PC,535,2.88%
State Representative 92,New Haven,Patricia Dillon,D,7696,92.64%
State Representative 92,New Haven,Patricia Dillon,WF,611,7.36%
State Representative 93,New Haven,Toni E. Walker,D,5816,100.00%
State Representative 94,New Haven,Robyn Porter,D,3384,100.00%
State Representative 95,New Haven,Juan Candelaria,D,4129,100.00%
State Representative 96,New Haven,Roland Lemar,D,5869,79.71%
State Representative 96,New Haven,"Eric Michael Mastroianni, Sr.",R,783,10.63%
State Representative 96,New Haven,"Eric Michael Mastroianni, Sr.",IND,113,1.53%
State Representative 96,New Haven,Roland Lemar,WF,598,8.12%
State Representative 97,New Haven,"Alphonse Paolillo, Jr.",D,6042,76.08%
State Representative 97,New Haven,Erin Reilly,R,1745,21.97%
State Representative 97,New Haven,Erin Reilly,IND,155,1.95%
State Representative 116,New Haven,Michael DiMassa,D,208,94.12%
State Representative 116,New Haven,Michael DiMassa,WF,13,5.88%
Registrar of Voters,New Haven,Shannel Evans,D,28955,74.86%
Registrar of Voters,New Haven,Marlene Napolitano,R,5010,12.95%
Registrar of Voters,New Haven,Sergio Rodriguez,WF,3582,9.26%
Registrar of Voters,New Haven,Paul A. Garlinghouse,G,1131,2.92%
Presidential Electors for,Newington,Biden and Harris,D,10031,57.80%
Presidential Electors for,Newington,Trump and Pence,R,7074,40.76%
Presidential Electors for,Newington,Jorgensen and Cohen,LI,179,1.03%
Presidential Electors for,Newington,Hawkins and Walker,G,68,0.39%
Presidential Electors for,Newington,Carroll and Patel,WI,2,0.01%
Presidential Electors for,Newington,Charles and Wallace,WI,1,0.01%
Presidential Electors for,Newington,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Newington,Howard and Howard,WI,0,0.00%
Presidential Electors for,Newington,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Newington,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Newington,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Newington,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Newington,Wells and Wells,WI,0,0.00%
Presidential Electors for,Newington,West and Tidball,WI,0,0.00%
Representative in Congress 01,Newington,John B. Larson,D,9517,56.88%
Representative in Congress 01,Newington,Mary Fay,R,6548,39.13%
Representative in Congress 01,Newington,John B. Larson,WF,444,2.65%
Representative in Congress 01,Newington,Thomas E. McCormick,G,223,1.33%
State Senator 09,Newington,Matt Lesser,D,9078,54.22%
State Senator 09,Newington,Richard Ruglio,R,6946,41.49%
State Senator 09,Newington,Richard Ruglio,IND,335,2.00%
State Senator 09,Newington,Matt Lesser,WF,384,2.29%
State Representative 24,Newington,"Emmanuel ""Manny"" Sanchez",D,1047,52.56%
State Representative 24,Newington,Alden Russell,R,866,43.47%
State Representative 24,Newington,Alden Russell,IND,33,1.66%
State Representative 24,Newington,"Emmanuel ""Manny"" Sanchez",WF,46,2.31%
State Representative 27,Newington,Gary Turco,D,7833,57.49%
State Representative 27,Newington,Michael Camillo,R,5183,38.04%
State Representative 27,Newington,Michael Camillo,IND,192,1.41%
State Representative 27,Newington,Gary Turco,WF,417,3.06%
State Representative 29,Newington,Kerry Szeps Wood,D,709,54.88%
State Representative 29,Newington,Henry Vasel,R,567,43.89%
State Representative 29,Newington,Henry Vasel,IND,16,1.24%
Presidential Electors for,New London,Biden and Harris,D,6912,75.76%
Presidential Electors for,New London,Trump and Pence,R,2045,22.42%
Presidential Electors for,New London,Jorgensen and Cohen,LI,99,1.09%
Presidential Electors for,New London,Hawkins and Walker,G,67,0.73%
Presidential Electors for,New London,Carroll and Patel,WI,0,0.00%
Presidential Electors for,New London,Charles and Wallace,WI,0,0.00%
Presidential Electors for,New London,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,New London,Howard and Howard,WI,0,0.00%
Presidential Electors for,New London,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,New London,Simmons and Roze,WI,0,0.00%
Presidential Electors for,New London,Simmons and Dow,WI,0,0.00%
Presidential Electors for,New London,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,New London,Wells and Wells,WI,0,0.00%
Presidential Electors for,New London,West and Tidball,WI,0,0.00%
Representative in Congress 02,New London,Joe Courtney,D,6335,73.82%
Representative in Congress 02,New London,Justin Anderson,R,1496,17.43%
Representative in Congress 02,New London,Joe Courtney,WF,380,4.43%
Representative in Congress 02,New London,Daniel Reale,LI,86,1.00%
Representative in Congress 02,New London,Cassandra Martineau,G,285,3.32%
Representative in Congress 02,New London,John M. Traceski,WI,0,0.00%
State Senator 20,New London,Martha Marx,D,5626,65.29%
State Senator 20,New London,Paul M. Formica,R,2439,28.30%
State Senator 20,New London,Joseph Taraya,IND,145,1.68%
State Senator 20,New London,Martha Marx,WF,407,4.72%
State Representative 39,New London,Anthony Nolan,D,4718,71.52%
State Representative 39,New London,Kat Goulart,R,1280,19.40%
State Representative 39,New London,Anthony Nolan,WF,361,5.47%
State Representative 39,New London,Erycka Ortiz,G,238,3.61%
State Representative 41,New London,Joe de la Cruz,D,1484,90.76%
State Representative 41,New London,Joe de la Cruz,WF,151,9.24%
Presidential Electors for,New Milford,Biden and Harris,D,8004,50.87%
Presidential Electors for,New Milford,Trump and Pence,R,7493,47.62%
Presidential Electors for,New Milford,Jorgensen and Cohen,LI,161,1.02%
Presidential Electors for,New Milford,Hawkins and Walker,G,76,0.48%
Presidential Electors for,New Milford,Carroll and Patel,WI,0,0.00%
Presidential Electors for,New Milford,Charles and Wallace,WI,0,0.00%
Presidential Electors for,New Milford,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,New Milford,Howard and Howard,WI,0,0.00%
Presidential Electors for,New Milford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,New Milford,Simmons and Roze,WI,0,0.00%
Presidential Electors for,New Milford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,New Milford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,New Milford,Wells and Wells,WI,0,0.00%
Presidential Electors for,New Milford,West and Tidball,WI,0,0.00%
Representative in Congress 05,New Milford,Jahana Hayes,D,7514,49.09%
Representative in Congress 05,New Milford,David X. Sullivan,R,7169,46.84%
Representative in Congress 05,New Milford,Bruce W. Walczak,IND,205,1.34%
Representative in Congress 05,New Milford,Jahana Hayes,WF,418,2.73%
State Senator 30,New Milford,David R. Gronbach,D,6442,42.65%
State Senator 30,New Milford,Craig Miner,R,8033,53.18%
State Senator 30,New Milford,Joseph A. Bongiorno,IND,312,2.07%
State Senator 30,New Milford,David R. Gronbach,WF,317,2.10%
State Representative 67,New Milford,Hilary Ram,D,4856,37.73%
State Representative 67,New Milford,William J. Buckbee,R,7221,56.10%
State Representative 67,New Milford,William J. Buckbee,IND,589,4.58%
State Representative 67,New Milford,Hilary Ram,WF,205,1.59%
State Representative 108,New Milford,Danette Onofrio,D,1213,49.59%
State Representative 108,New Milford,Patrick Callahan,R,1233,50.41%
Presidential Electors for,Newtown,Biden and Harris,D,9695,56.14%
Presidential Electors for,Newtown,Trump and Pence,R,7292,42.23%
Presidential Electors for,Newtown,Jorgensen and Cohen,LI,200,1.16%
Presidential Electors for,Newtown,Hawkins and Walker,G,69,0.40%
Presidential Electors for,Newtown,Carroll and Patel,WI,6,0.03%
Presidential Electors for,Newtown,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Newtown,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Newtown,Howard and Howard,WI,1,0.01%
Presidential Electors for,Newtown,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Newtown,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Newtown,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Newtown,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Newtown,Wells and Wells,WI,0,0.00%
Presidential Electors for,Newtown,West and Tidball,WI,6,0.03%
Representative in Congress 05,Newtown,Jahana Hayes,D,8815,52.17%
Representative in Congress 05,Newtown,David X. Sullivan,R,7329,43.37%
Representative in Congress 05,Newtown,Bruce W. Walczak,IND,421,2.49%
Representative in Congress 05,Newtown,Jahana Hayes,WF,332,1.96%
