office,town,candidate,party,votes,vote_percent
Town Treasurer,statewide,Cheryl A. Grist,D,570,60.83%
Town Treasurer,statewide,Cheryl A. Grist,R,367,39.17%
Planning and Zoning Commission,statewide,Sonia M. Higley,D,784,22.39%
Planning and Zoning Commission,statewide,Richard A. Miller,D,793,22.65%
Planning and Zoning Commission,statewide,John Hebert,R,968,27.65%
Planning and Zoning Commission,statewide,Stefan J. Stolarz,R,956,27.31%
Board of Education Full Term,statewide,John Welsh,D,920,27.44%
Board of Education Full Term,statewide,Lynn Landolina,D,889,26.51%
Board of Education Full Term,statewide,John Corcoran,R,798,23.80%
Board of Education Full Term,statewide,Lucia S. Ziobro,R,746,22.25%
Board of Assessment Appeals,statewide,Darren L. Frechette,D,478,31.34%
Board of Assessment Appeals,statewide,Terrence P. Ferrarotti,R,1047,68.66%
Town Treasurer,statewide,James A Bernard,R,1010,100.00%
Town Treasurer,statewide,Joan D. Hendrickson,R,2930,100.00%
First Selectman,statewide,THOMAS W SPARKMAN,R,468,100.00%
Tax Collector,statewide,Douglas A. Sienna,R,2771,100.00%
Board of Finance,statewide,Elizabeth Zezima,D,7738,22.87%
Board of Finance,statewide,Lori Charlton,D,7826,23.13%
Board of Finance,statewide,Mary E. LeClerc,R,8917,26.36%
Board of Finance,statewide,Jack Testani,R,8361,24.71%
Board of Finance,statewide,Mary E. LeClerc,IND,521,1.54%
Board of Finance,statewide,Jack Testani,IND,467,1.38%
Board of Education To Fill Vacancy for Two Years,statewide,Frank M. Bood,R,173,65.53%
Board of Education To Fill Vacancy for Two Years,statewide,John M. Angelone,PC,91,34.47%
Board of Education Full Term,statewide,Todd Burrick,D,3152,25.39%
Board of Education Full Term,statewide,Jeffrey E. Tindall,D,3189,25.69%
Board of Education Full Term,statewide,Jennifer Batchelar,R,3068,24.71%
Board of Education Full Term,statewide,Susan Salina,R,3005,24.21%
Board of Finance Full Term,statewide,Melissa Schlag,D,1069,13.08%
Board of Finance Full Term,statewide,Sean Moriarty,D,1189,14.55%
Board of Finance Full Term,statewide,David Carini,D,1145,14.01%
Board of Finance Full Term,statewide,Wayne Rutty,R,1625,19.88%
Board of Finance Full Term,statewide,Marc Adelberg,R,1586,19.40%
Board of Finance Full Term,statewide,David Challenger,R,1560,19.08%
Planning and Zoning Commission,statewide,Joe Strickland,CFW,1730,8.82%
Planning and Zoning Commission,statewide,Jon Olefson,SWN,731,3.73%
Planning and Zoning Commission,statewide,Al Gratrix Jr,SWN,728,3.71%
Planning and Zoning Commission,statewide,Chip Stephens,SWN,808,4.12%
Planning and Zoning Commission,statewide,Catherine Walsh,SWN,943,4.81%
Planning and Zoning Commission,statewide,Paul Lebowitz,D,4022,20.50%
Planning and Zoning Commission,statewide,Jon Olefson,R,2661,13.56%
Planning and Zoning Commission,statewide,Al Gratrix Jr,R,2534,12.91%
Planning and Zoning Commission,statewide,Chip Stephens,R,2622,13.36%
Planning and Zoning Commission,statewide,Catherine Walsh,R,2845,14.50%
Tax Collector,statewide,Ashley Schremmer,R,3101,100.00%
Town Treasurer,statewide,W. Wesley Higgins,D,1174,63.29%
Town Treasurer,statewide,W. Wesley Higgins,R,681,36.71%
Board of Finance,statewide,C. Marston Ladd,D,1335,19.23%
Board of Finance,statewide,Carol Rzasa,R,1819,26.20%
Board of Finance,statewide,Thomas Stevenson,R,1963,28.27%
Board of Finance,statewide,Rick Swan,R,1827,26.31%
Town Treasurer,statewide,Jack Henrie,D,1572,51.37%
Town Treasurer,statewide,Edward G  McAnaney,R,1488,48.63%
Town Treasurer,statewide,Wendy Manemeit,R,1840,100.00%
Tax Collector,statewide,Donna A. Christensen,D,404,65.27%
Tax Collector,statewide,Donna A. Christensen,R,215,34.73%
Board of Finance Alternate,statewide,Charlene Perkins Cutler,D,792,44.44%
Board of Finance Alternate,statewide,Michelle Woz,R,990,55.56%
Tax Collector,statewide,Kimberly K. Bratz,R,1554,100.00%
Tax Collector,statewide,Jennifer A. Woodward,D,761,100.00%
Board of Finance Full Term,statewide,Claudia Stephan,D,2499,19.13%
Board of Finance Full Term,statewide,Karen Foster,D,2448,18.74%
Board of Finance Full Term,statewide,Cynthia J. McCorkindale,R,2199,16.83%
Board of Finance Full Term,statewide,Bryan Terzian,R,2326,17.80%
Board of Finance Full Term,statewide,Nicholas Ellis,R,2477,18.96%
Board of Finance Full Term,statewide,Cynthia J. McCorkindale,IND,332,2.54%
Board of Finance Full Term,statewide,Bryan Terzian,IND,293,2.24%
Board of Finance Full Term,statewide,Nicholas Ellis,IND,491,3.76%
Tax Collector,statewide,Nancy McGavic,R,5587,100.00%
Tax Collector,statewide,Peter F. Juszczynski,R,2392,100.00%
Board of Representative District 14 Vacancy for two years,statewide,Jeff Curtis,D,463,56.19%
Board of Representative District 14 Vacancy for two years,statewide,Tony Spadaccini,R,361,43.81%
Town Treasurer,statewide,Eric Holub,R,520,100.00%
Town Clerk,statewide,Richard A. McQuaid,D,8840,59.38%
Town Clerk,statewide,Richard A. McQuaid,R,6046,40.62%
Board of Finance,statewide,Carolyn Howell,D,871,52.03%
Board of Finance,statewide,Daniel J. Smith,R,803,47.97%
Town Treasurer,statewide,Kurt M. Schwanfelder,D,3337,51.52%
Town Treasurer,statewide,Michael T. Nardella,R,3140,48.48%
Council District 2,statewide,Clinton DePaolo,D,1003,15.52%
Council District 2,statewide,Jordana Bloom,D,1072,16.59%
Council District 2,statewide,Daniel Honan,D,1212,18.76%
Council District 2,statewide,Dan Wiedemann,R,1091,16.88%
Council District 2,statewide,Ryan Knapp,R,1154,17.86%
Council District 2,statewide,David Schill,R,930,14.39%
Board of Finance Alternate,statewide,John C.W. Kopec,R,729,100.00%
Town Treasurer,statewide,Chelsea J. Byrne,D,316,67.81%
Town Treasurer,statewide,Chelsea J. Byrne,R,150,32.19%
Town Treasurer,statewide,Andrew Brooks,R,4218,100.00%
Board of Finance Alternates,statewide,Brian P. Emerick,R,4092,100.00%
BOARD OF ALDERMEN-SECOND WARD,statewide,Kevin W. Kosty,D,1057,27.79%
BOARD OF ALDERMEN-SECOND WARD,statewide,Stanley J. Kudej,R,1265,33.26%
BOARD OF ALDERMEN-SECOND WARD,statewide,Eric J. McPherson,R,1481,38.94%
Board of Finance Full Term,statewide,David C Wilburn,D,99,23.24%
Board of Finance Full Term,statewide,Joel W Jones,D,110,25.82%
Board of Finance Full Term,statewide,Stephen J Dean,R,130,30.52%
Board of Finance Full Term,statewide,Carol A Staats,R,87,20.42%
Town Council District 2,statewide,Francis Masi,D,1211,22.85%
Town Council District 2,statewide,Donald J. Charette,R,2060,38.87%
Town Council District 2,statewide,Rachel Wisler,R,2029,38.28%
Board of Education,statewide,Cassandra S. Sweet,D,1689,100.00%
Board of Finance Full Term,statewide,Eugene Croce,R,1341,48.92%
Board of Finance Full Term,statewide,Jim Kilduff,R,1400,51.08%
Board of Finance To Fill Vacancy for Two Years,statewide,Jeffrey Farr,R,1351,49.65%
Board of Finance To Fill Vacancy for Two Years,statewide,Greg Murphy,R,1370,50.35%
Board of Finance To Fill Vacancy for Two Years,statewide,John P. Miller,R,1266,100.00%
Board of Finance,statewide,Luke Freimuth,R,1191,48.73%
Board of Finance,statewide,George Seabourne,R,1253,51.27%
Town Treasurer,statewide,Ellen M Rodriguez,D,419,100.00%
Tax Collector,statewide,Howard Richman,D,7737,45.88%
Tax Collector,statewide,Heather Smeriglio,R,9125,54.12%
Board of Education,statewide,Delita Rose-Daniels,D,5880,11.24%
Board of Education,statewide,Anita Dempsey-White,D,6118,11.69%
Board of Education,statewide,Deborah Cain,D,6019,11.51%
Board of Education,statewide,Sanji Lawrence,D,5660,10.82%
Board of Education,statewide,Justin Taylor,D,5915,11.31%
Board of Education,statewide,Dina Ford,R,4629,8.85%
Board of Education,statewide,Scott Wilcox,R,4508,8.62%
Board of Education,statewide,George Souto,R,4529,8.66%
Board of Education,statewide,Laura Krayeski,R,4575,8.74%
Board of Education,statewide,Tami J. Kapacziewski,R,4483,8.57%
Town Treasurer,statewide,Stephen L. Gifford,D,1650,30.71%
Town Treasurer,statewide,Laurie-Jean Hannon,R,3722,69.29%
Board of Education Full Term,statewide,Susan Collins,BL,876,11.55%
Board of Education Full Term,statewide,Kim E Swart,BL,709,9.35%
Board of Education Full Term,statewide,Cassandra Martineau,G,734,9.68%
Board of Education Full Term,statewide,Mary Gallucci,D,1011,13.33%
Board of Education Full Term,statewide,Catina Caban-Owen,D,1142,15.06%
Board of Education Full Term,statewide,Lynne Ide,D,1063,14.02%
Board of Education Full Term,statewide,Elizabeth Dunnack,R,1072,14.14%
Board of Education Full Term,statewide,Michael F Desaulniers,R,977,12.88%
Board of Finance,statewide,Todd Szabo,D,607,22.98%
Board of Finance,statewide,Stephanie Summers,D,681,25.78%
Board of Finance,statewide,Geoffrey Prusak,R,685,25.93%
Board of Finance,statewide,James Bulick,R,669,25.32%
Councilman District 2,statewide,"Harry Gagliardi, Jr.",D,720,67.73%
Councilman District 2,statewide,James A. Anthony,R,343,32.27%
Board of Finance Full Term,statewide,Jennifer York,D,732,50.66%
Board of Finance Full Term,statewide,Margie Huoppi,D,713,49.34%
Planning Commission Five Year Term Begins 2019,statewide,Roland Perreault,D,518,34.26%
Planning Commission Five Year Term Begins 2019,statewide,William Lee Hall,R,994,65.74%
Tax Collector,statewide,Kathleen M. Larkins,R,2954,100.00%
Board of Finance Full Term,statewide,Daniel T. Kelly,D,2241,51.06%
Board of Finance Full Term,statewide,"Edwin J. Maley, Jr.",D,2148,48.94%
Board of Education,statewide,Jennifer Maxon Kennelly,D,9354,15.63%
Board of Education,statewide,Christine Vitale,D,10089,16.86%
Board of Education,statewide,Jessica Gerber,D,10234,17.10%
Board of Education,statewide,Suzanne Cox-Testani,R,8461,14.14%
Board of Education,statewide,Trisha Pytko,R,8995,15.03%
Board of Education,statewide,Bonnie Rotelli,R,8758,14.64%
Board of Education,statewide,Jennifer Maxon Kennelly,WF,916,1.53%
Board of Education,statewide,Suzanne Cox-Testani,IND,965,1.61%
Board of Education,statewide,Trisha Pytko,IND,1049,1.75%
Board of Education,statewide,Bonnie Rotelli,IND,1012,1.69%
Board of Assessment Appeals,statewide,Dean N. Roussel,R,234,100.00%
Board of Education To Fill Vacancy for Two Years,statewide,Brian Watson,R,4419,100.00%
Zoning Board of Appeals,statewide,James Ezzes,D,4445,39.00%
Zoning Board of Appeals,statewide,Thomas B Hood Jr,R,3380,29.65%
Zoning Board of Appeals,statewide,Liz Wong,R,3573,31.35%
Tax Collector,statewide,Patricia J. Moisio,D,1169,62.65%
Tax Collector,statewide,Patricia J. Moisio,R,697,37.35%
Board of Finance Full Term,statewide,Susan L. Arpin,D,1238,15.24%
Board of Finance Full Term,statewide,Diane Soracco,D,1395,17.17%
Board of Finance Full Term,statewide,Dana D. Flach,R,2784,34.27%
Board of Finance Full Term,statewide,Kathryn A. Dennen,R,2707,33.32%
Zoning Board of Appeals Full Term,statewide,Beth P. Salsedo,D,868,44.31%
Zoning Board of Appeals Full Term,statewide,"William Mastrogiovanni, Jr",R,1091,55.69%
Tax Collector,statewide,Jill F Schechtman,R,2346,100.00%
Tax Collector,statewide,Martin French,D,1643,100.00%
Board of Education Full Term,statewide,George Chang,D,1737,23.06%
Board of Education Full Term,statewide,James Henderson,R,1894,25.14%
Board of Education Full Term,statewide,Karina Julius,R,1973,26.19%
Board of Education Full Term,statewide,Alan R. Hyla,R,1930,25.62%
Board of Finance Alternate to Fill Vacancy for Two Years,statewide,Barry Shead,R,1251,100.00%
Board of Finance Full Term,statewide,Kate Sullivan,D,903,22.17%
Board of Finance Full Term,statewide,Chris Ehlert,D,1084,26.61%
Board of Finance Full Term,statewide,William J. Cummings,R,952,23.37%
Board of Finance Full Term,statewide,James E. Dahl,R,1134,27.84%
Board of Finance Full Term,statewide,Arsalan Altaf,D,977,17.28%
Board of Finance Full Term,statewide,Nethom Mahmoud Hussein,D,1052,18.60%
Board of Finance Full Term,statewide,Lori S Quagliaroli,R,1930,34.13%
Board of Finance Full Term,statewide,Paul E. Riedi,R,1696,29.99%
Board of Education,statewide,Danielle Monroe,D,2279,10.25%
Board of Education,statewide,Cathy Schaefer,D,2357,10.60%
Board of Education,statewide,Allison Jacobs Stowell,D,2319,10.43%
Board of Education,statewide,Jennie Davidson Brown,D,2263,10.18%
Board of Education,statewide,Courtney R. Martin,R,2395,10.77%
Board of Education,statewide,Frances S. Pulle,R,2049,9.22%
Board of Education,statewide,Scott Anthony Clayton,R,2333,10.50%
Board of Education,statewide,William B. Foster,R,2281,10.26%
Board of Education,statewide,Daniel M. Nostin,R,2261,10.17%
Board of Education,statewide,Courtney R. Martin,IND,362,1.63%
Board of Education,statewide,Frances S. Pulle,IND,268,1.21%
Board of Education,statewide,Scott Anthony Clayton,IND,327,1.47%
Board of Education,statewide,William B. Foster,IND,295,1.33%
Board of Education,statewide,Daniel M. Nostin,IND,439,1.97%
Board of Finance,statewide,Barbara Wolf,D,3384,15.38%
Board of Finance,statewide,David Gronbach,D,3011,13.69%
Board of Finance,statewide,Amy Photopoulos,D,3576,16.26%
Board of Finance,statewide,Korey R. Linder,D,3249,14.77%
Board of Finance,statewide,Larry Tripp,R,4503,20.47%
Board of Finance,statewide,Steve Confortini,R,4276,19.44%
Tax Collector,statewide,Tabitha Fazzone,R,513,100.00%
Councilmen At Large,statewide,Colin Anthony Hosten,D,7346,10.27%
Councilmen At Large,statewide,Manny Langella,D,7714,10.79%
Councilmen At Large,statewide,Nick Sacchinelli,D,7685,10.75%
Councilmen At Large,statewide,Greg Burnett Sr.,D,7448,10.42%
Councilmen At Large,statewide,Barbara Smyth,D,7934,11.09%
Councilmen At Large,statewide,Richard J. Bonenfant,R,6888,9.63%
Councilmen At Large,statewide,Darnell Crosland,R,5180,7.24%
Councilmen At Large,statewide,Glenn Iannaccone,R,6371,8.91%
Councilmen At Large,statewide,Patrick Murphy,R,6026,8.43%
Councilmen At Large,statewide,Artie Kassimis,R,6139,8.58%
Councilmen At Large,statewide,Colin Anthony Hosten,WF,494,0.69%
Councilmen At Large,statewide,Manny Langella,WF,606,0.85%
Councilmen At Large,statewide,Nick Sacchinelli,WF,598,0.84%
Councilmen At Large,statewide,Greg Burnett Sr.,WF,490,0.69%
Councilmen At Large,statewide,Barbara Smyth,WF,593,0.83%
Board of Finance Alternate,statewide,Connie Berardi,D,766,47.37%
Board of Finance Alternate,statewide,Anne Akin,R,851,52.63%
Council District 3,statewide,Carol Walsh,D,948,16.33%
Council District 3,statewide,Alison Plante,D,949,16.35%
Council District 3,statewide,Chris Smith,D,965,16.62%
Council District 3,statewide,Phil Carroll,R,1002,17.26%
Council District 3,statewide,Rance Thompson,R,927,15.97%
Council District 3,statewide,Andrew Clure,R,1014,17.47%
Board of Education,statewide,"Alfred William Maccarone, Jr.",D,560,26.20%
Board of Education,statewide,Marian K. Matthews,D,557,26.06%
Board of Education,statewide,Tess M. Grous,R,504,23.58%
Board of Education,statewide,Tina M. Fradette,R,516,24.15%
Board of Finance,statewide,Bonnie Pritzker,D,239,27.69%
Board of Finance,statewide,Grant Mudge,D,363,42.06%
Board of Finance,statewide,Jeffrey J.Torrant,R,261,30.24%
Board of Assessment Appeals,statewide,Barbara Shaw,D,2461,25.81%
Board of Assessment Appeals,statewide,Jennifer Donovan,R,3655,38.33%
Board of Assessment Appeals,statewide,David L. Hunt,R,3420,35.86%
Board of Assessment Appeals,statewide,Dennis Dwyer,R,4033,100.00%
BOARD OF ALDERMEN-THIRD WARD,statewide,Jose F. Goncalves,D,1009,18.83%
BOARD OF ALDERMEN-THIRD WARD,statewide,Matthew R. McGee,D,1186,22.14%
BOARD OF ALDERMEN-THIRD WARD,statewide,Cris S. Balamaci,R,1556,29.04%
BOARD OF ALDERMEN-THIRD WARD,statewide,"John F. Anglace, Jr.",R,1607,29.99%
Board of Finance - Full Term,statewide,Amy B Tobin,D,451,21.33%
Board of Finance - Full Term,statewide,Scott W Tillmann,R,881,41.67%
Board of Finance - Full Term,statewide,James P Korner,R,782,36.99%
Town Council District 3,statewide,Joseph Membrino,D,1029,19.55%
Town Council District 3,statewide,Jason Stark,R,1868,35.49%
Town Council District 3,statewide,Roger Picard,R,2366,44.96%
Board of Assessment Appeals,statewide,George B. Wendell,D,1354,60.02%
Board of Assessment Appeals,statewide,Coral L. Rawn,R,902,39.98%
Board of Finance to fill vacancy for two years,statewide,Louis G Timolat,R,159,100.00%
Board of Finance To fill Vacancy for Four years,statewide,Barbara Rockwell,R,1425,100.00%
Board of Education Full Term,statewide,Gina Albert,D,1573,37.09%
Board of Education Full Term,statewide,Hillary Koyner,R,1300,30.65%
Board of Education Full Term,statewide,Melissa Walker,R,1368,32.26%
Board of Finance Alternate Full Term,statewide,Paula Hanlon,D,991,100.00%
Board of Education,statewide,Sarah Kryzanowski Ethier,D,537,18.40%
Board of Education,statewide,Beth Campbell,D,780,26.72%
Board of Education,statewide,Matthew Van Ormer,R,799,27.37%
Board of Education,statewide,Salvatore Santa Maria,R,803,27.51%
Board of Finance Full Term,statewide,Diane Gagnon,D,298,27.02%
Board of Finance Full Term,statewide,Alyssa Languth,D,244,22.12%
Board of Finance Full Term,statewide,Kathy Donahue,R,288,26.11%
Board of Finance Full Term,statewide,Judy Buell,R,273,24.75%
Board of Estimate & Taxation,statewide,Elizabeth Krumeich,D,7296,7.66%
Board of Estimate & Taxation,statewide,David Weisbrod,D,6664,7.00%
Board of Estimate & Taxation,statewide,Leslie Moriarty,D,7348,7.71%
Board of Estimate & Taxation,statewide,Miriam Kreuzer,D,6575,6.90%
Board of Estimate & Taxation,statewide,Laura Erickson,D,7206,7.56%
Board of Estimate & Taxation,statewide,Jeffrey Ramer,D,6667,7.00%
Board of Estimate & Taxation,statewide,Leslie L. Tarkington,R,9137,9.59%
Board of Estimate & Taxation,statewide,Karen Fassuliotis,R,9029,9.48%
Board of Estimate & Taxation,statewide,Michael S. Mason,R,8883,9.32%
Board of Estimate & Taxation,statewide,Bill Drake,R,8955,9.40%
Board of Estimate & Taxation,statewide,Andy Duus,R,8514,8.94%
Board of Estimate & Taxation,statewide,Debra Hess,R,8994,9.44%
Board of Assessment Appeals,statewide,John Kilian,D,5687,27.62%
Board of Assessment Appeals,statewide,Kathy Adams,D,6066,29.46%
Board of Assessment Appeals,statewide,Vinny Szynkowicz,R,4232,20.55%
Board of Assessment Appeals,statewide,Leslie Spatola,R,4607,22.37%
Board of Assessment Appeals,statewide,Danielle Morfi,D,1884,20.44%
Board of Assessment Appeals,statewide,Jane M. Andrews,R,3637,39.46%
Board of Assessment Appeals,statewide,Michael E. Fletcher,R,3696,40.10%
Board of Education To Fill Vacancy for Two Years,statewide,Mark Doyle,BL,1002,60.43%
Board of Education To Fill Vacancy for Two Years,statewide,Enevia Baidoo Keene,G,656,39.57%
Board of Finance Alternate,statewide,Christina Mailhos,D,851,52.53%
Board of Finance Alternate,statewide,Mike Perry,R,769,47.47%
Board of Finance Full Six Year Term Begins 2019,statewide,Michael W O'Neill,D,390,23.17%
Board of Finance Full Six Year Term Begins 2019,statewide,Michael Carbonneau,D,344,20.44%
Board of Finance Full Six Year Term Begins 2019,statewide,George J Rehkamp,R,530,31.49%
